step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
42,CASH_IN,49770.64,C1632468722,1934934.22,1984704.86,C1679418595,1743633.86,1693863.21,0.0,0.0
37,CASH_IN,423013.58,C1038100631,114714.0,537727.58,C642584095,1595433.53,1172419.95,0.0,0.0
41,PAYMENT,7544.18,C1698862957,193193.0,185648.82,M917927787,0.0,0.0,0.0,0.0
45,PAYMENT,27367.19,C1325390086,16897.59,0.0,M1056402006,0.0,0.0,0.0,0.0
16,PAYMENT,38236.99,C1068683557,0.0,0.0,M516375537,0.0,0.0,0.0,0.0
34,CASH_OUT,90971.47,C1852409771,107080.45,16108.98,C750374021,1650891.03,1675060.26,0.0,0.0
38,TRANSFER,209325.47,C288825577,15238.0,0.0,C1092740992,3385153.39,3594478.86,0.0,0.0
39,CASH_IN,392839.9,C1131434639,4758927.35,5151767.25,C2112840686,2554677.83,2161837.93,0.0,0.0
43,PAYMENT,42193.78,C1482697098,0.0,0.0,M1725640596,0.0,0.0,0.0,0.0
21,PAYMENT,9542.11,C846043407,0.0,0.0,M977884401,0.0,0.0,0.0,0.0
16,CASH_IN,227374.9,C1970390473,1878148.79,2105523.69,C528664980,365125.74,137750.83,0.0,0.0
40,PAYMENT,11152.22,C697915506,194231.89,183079.66,M1036681622,0.0,0.0,0.0,0.0
23,PAYMENT,30292.34,C1848675696,30853.0,560.66,M1962856239,0.0,0.0,0.0,0.0
15,CASH_OUT,111734.45,C348221005,0.0,0.0,C2038188867,1202208.74,1313943.19,0.0,0.0
42,PAYMENT,1476.32,C1781954690,0.0,0.0,M1188312291,0.0,0.0,0.0,0.0
9,TRANSFER,1547868.37,C1672602789,105947.7,0.0,C2003348009,779.0,1548647.37,0.0,0.0
19,CASH_OUT,449618.77,C1939869365,0.0,0.0,C1675463324,706789.17,1156407.94,0.0,0.0
16,CASH_IN,222393.14,C1055177488,74554.0,296947.14,C1227992290,0.0,0.0,0.0,0.0
45,CASH_OUT,135899.93,C879334913,21364.0,0.0,C205857676,0.0,135899.93,0.0,0.0
40,PAYMENT,11664.0,C1953486290,442015.82,430351.81,M998714031,0.0,0.0,0.0,0.0
10,CASH_OUT,497063.29,C1438983048,13473.0,0.0,C817994260,7012.0,895356.38,0.0,0.0
19,CASH_OUT,501676.84,C1099457653,0.0,0.0,C1945268666,825471.73,1093478.97,0.0,0.0
36,PAYMENT,42993.34,C2103029823,70727.0,27733.66,M1053698376,0.0,0.0,0.0,0.0
18,CASH_OUT,143261.44,C1011314091,0.0,0.0,C1138997418,239823.19,383084.63,0.0,0.0
38,CASH_OUT,141227.58,C1147036783,642.0,0.0,C778306577,4170816.12,4171316.87,0.0,0.0
21,CASH_OUT,134870.59,C167835845,22241.0,0.0,C100901367,1202975.3,1337845.89,0.0,0.0
33,PAYMENT,19714.08,C22888562,47721.15,28007.08,M1870223526,0.0,0.0,0.0,0.0
43,TRANSFER,64425.83,C1635988018,81042.41,16616.58,C1132421527,1929855.79,1994281.62,0.0,0.0
16,CASH_IN,15732.69,C1732096233,15820466.52,15836199.21,C325985233,523725.17,800456.25,0.0,0.0
38,PAYMENT,9477.71,C140293297,246462.34,236984.63,M257131170,0.0,0.0,0.0,0.0
13,CASH_IN,33411.41,C1678020152,1082713.26,1116124.67,C1726301214,237862.69,131403.18,0.0,0.0
14,PAYMENT,6754.43,C84660956,0.0,0.0,M1756425924,0.0,0.0,0.0,0.0
8,CASH_OUT,283081.02,C1806836537,72043.0,0.0,C383296094,0.0,563462.86,0.0,0.0
16,CASH_OUT,161175.66,C17150740,102661.0,0.0,C1644584210,196281.9,50485.44,0.0,0.0
44,CASH_OUT,39720.54,C394092478,155739.0,116018.46,C908038040,176203.51,215924.06,0.0,0.0
47,PAYMENT,11518.01,C1699569197,61789.0,50270.99,M6526340,0.0,0.0,0.0,0.0
16,CASH_OUT,61540.06,C1565864421,5620.85,0.0,C275252551,1380433.72,1441973.78,0.0,0.0
45,PAYMENT,4715.86,C2056277054,0.0,0.0,M721746559,0.0,0.0,0.0,0.0
37,CASH_IN,99655.99,C777321090,5534644.94,5634300.92,C1737004972,2282956.45,2183300.46,0.0,0.0
33,CASH_OUT,159690.77,C1815841960,0.0,0.0,C824197891,7523387.08,7683077.85,0.0,0.0
20,TRANSFER,277848.85,C319606659,0.0,0.0,C810388327,1323258.57,1601107.42,0.0,0.0
10,CASH_OUT,231755.24,C1982789763,2278.48,0.0,C1673971173,2826047.11,2875667.18,0.0,0.0
17,CASH_OUT,45737.65,C79290851,0.0,0.0,C2100751684,299716.2,345453.85,0.0,0.0
16,PAYMENT,3298.3,C1224894978,0.0,0.0,M1457912709,0.0,0.0,0.0,0.0
49,PAYMENT,2499.76,C1250540965,133911.0,131411.24,M272632918,0.0,0.0,0.0,0.0
10,TRANSFER,2199983.1,C357551637,0.0,0.0,C1768641212,8270396.47,10783872.24,0.0,0.0
45,CASH_OUT,75635.7,C962672313,249.0,0.0,C1712008505,361775.64,437411.35,0.0,0.0
33,CASH_OUT,235460.59,C42203521,0.0,0.0,C320988228,926511.94,1161972.53,0.0,0.0
46,PAYMENT,2902.54,C1194844458,0.0,0.0,M21586094,0.0,0.0,0.0,0.0
47,CASH_OUT,10040.33,C1239935798,24998.0,14957.67,C1416865777,258852.57,268892.9,0.0,0.0
11,PAYMENT,2486.79,C1033174946,467321.46,464834.67,M1569314907,0.0,0.0,0.0,0.0
17,PAYMENT,6.09,C961592639,0.0,0.0,M1025842462,0.0,0.0,0.0,0.0
37,CASH_OUT,300847.41,C1169077662,0.0,0.0,C2129266234,841288.33,1142135.74,0.0,0.0
44,PAYMENT,16432.84,C868812715,245827.0,229394.16,M1970881980,0.0,0.0,0.0,0.0
18,CASH_OUT,28826.72,C270220658,0.0,0.0,C531498581,5271730.95,5300557.67,0.0,0.0
10,PAYMENT,4422.21,C489808465,66735.0,62312.79,M164733827,0.0,0.0,0.0,0.0
36,CASH_OUT,250930.91,C1095192965,0.0,0.0,C2062549584,3078960.8,3329891.7,0.0,0.0
34,CASH_IN,36540.33,C147621468,2216175.24,2252715.56,C682012988,2204549.77,2954236.71,0.0,0.0
48,PAYMENT,23888.27,C1705163330,0.0,0.0,M1692607377,0.0,0.0,0.0,0.0
22,CASH_IN,256373.38,C1344865837,23415.0,279788.38,C2004566460,0.0,0.0,0.0,0.0
19,PAYMENT,8805.92,C1312544873,0.0,0.0,M1578895618,0.0,0.0,0.0,0.0
19,PAYMENT,15815.1,C369085295,23089.0,7273.9,M609711018,0.0,0.0,0.0,0.0
12,CASH_OUT,221544.29,C758101940,0.0,0.0,C170279497,1499397.05,1720941.34,0.0,0.0
96,PAYMENT,1815.85,C370241293,426425.0,424609.15,M1242191377,0.0,0.0,0.0,0.0
20,CASH_IN,233364.04,C1542771399,9028.0,242392.04,C121280641,14906.69,0.0,0.0,0.0
19,TRANSFER,1550560.83,C330665796,0.0,0.0,C1627625940,1839091.34,3389652.17,0.0,0.0
38,TRANSFER,863829.14,C701008114,48601.23,0.0,C968614268,1073371.76,1937200.9,0.0,0.0
93,CASH_OUT,156419.99,C529275865,94712.0,0.0,C357478665,522471.43,678891.41,0.0,0.0
14,PAYMENT,15155.91,C858254579,128519.86,113363.95,M1713577590,0.0,0.0,0.0,0.0
21,CASH_OUT,148268.95,C664088684,32947.0,0.0,C1322430436,2088030.29,2236299.23,0.0,0.0
34,PAYMENT,7485.55,C889089376,2254.41,0.0,M595773298,0.0,0.0,0.0,0.0
41,PAYMENT,11055.44,C533139318,0.0,0.0,M410636490,0.0,0.0,0.0,0.0
44,CASH_OUT,68428.11,C311557664,0.0,0.0,C1539543764,118044.86,186472.97,0.0,0.0
17,CASH_OUT,73341.96,C226028904,82068.0,8726.04,C1552946713,443140.68,516482.64,0.0,0.0
10,PAYMENT,10590.59,C966618044,37597.0,27006.41,M1634542162,0.0,0.0,0.0,0.0
37,TRANSFER,799307.94,C607737451,0.0,0.0,C1323501341,9878494.12,10677802.06,0.0,0.0
34,TRANSFER,1090599.75,C66987137,137568.0,0.0,C879459337,0.0,1090599.75,0.0,0.0
19,PAYMENT,9557.62,C160091403,3924.04,0.0,M1715933945,0.0,0.0,0.0,0.0
9,CASH_IN,427439.08,C1129218984,34269.0,461708.08,C1927218192,30497.0,0.0,0.0,0.0
46,PAYMENT,6021.05,C1259917500,50627.0,44605.95,M152221104,0.0,0.0,0.0,0.0
42,CASH_OUT,129163.27,C1010437130,0.0,0.0,C2127560595,1308416.83,1437580.1,0.0,0.0
35,TRANSFER,122032.62,C133342319,122032.62,0.0,C1919617921,0.0,0.0,1.0,0.0
42,CASH_IN,151076.14,C4240080,2095794.89,2246871.03,C1144401530,599061.03,447984.89,0.0,0.0
9,CASH_IN,36183.88,C1233346922,25572655.73,25608839.61,C1209613575,162057.39,126767.8,0.0,0.0
37,CASH_IN,194929.62,C2131980772,9986.0,204915.62,C1457154309,0.0,0.0,0.0,0.0
17,CASH_IN,352133.95,C1964982993,5619251.14,5971385.09,C692514979,1001943.38,649809.43,0.0,0.0
44,CASH_OUT,262129.83,C784517345,0.0,0.0,C2115740185,2566150.49,2828280.32,0.0,0.0
41,PAYMENT,1449.37,C1970698749,0.0,0.0,M1952996139,0.0,0.0,0.0,0.0
41,CASH_IN,121940.7,C42165140,83271.95,205212.65,C1458849419,1943023.37,1821082.67,0.0,0.0
15,CASH_OUT,187829.02,C398908717,0.0,0.0,C193270934,3908465.77,4096294.79,0.0,0.0
36,CASH_OUT,40947.61,C1437533601,0.0,0.0,C169654198,56702.78,97650.39,0.0,0.0
37,CASH_OUT,8753.44,C1802104103,0.0,0.0,C228369097,740274.61,784187.15,0.0,0.0
12,CASH_OUT,244241.45,C681762259,90876.0,0.0,C1701519711,0.0,701042.22,0.0,0.0
12,CASH_IN,41562.43,C1043698622,2508329.69,2549892.12,C453452152,54803.02,13240.6,0.0,0.0
21,PAYMENT,13642.52,C1494698099,3668.0,0.0,M310870265,0.0,0.0,0.0,0.0
46,TRANSFER,736370.54,C1061149717,736370.54,0.0,C737745926,0.0,0.0,1.0,0.0
43,CASH_IN,40462.96,C276621167,41146.93,81609.89,C428481415,1247034.43,1206571.47,0.0,0.0
13,CASH_OUT,48417.27,C1573213026,0.0,0.0,C711496491,65606.93,114024.2,0.0,0.0
24,PAYMENT,8452.85,C836618691,1059.0,0.0,M1915470189,0.0,0.0,0.0,0.0
34,CASH_OUT,212764.38,C1401861590,3431.0,0.0,C343391639,357149.61,488529.8,0.0,0.0
10,CASH_OUT,422851.77,C465317709,647365.0,224513.23,C569046988,0.0,422851.77,0.0,0.0
18,PAYMENT,23687.39,C2088090028,355588.05,331900.66,M501469329,0.0,0.0,0.0,0.0
9,PAYMENT,2000.71,C400497679,286807.54,284806.83,M2067885919,0.0,0.0,0.0,0.0
40,CASH_OUT,246155.12,C1793989695,0.0,0.0,C1379050026,273772.55,519927.67,0.0,0.0
38,CASH_IN,56270.95,C129269090,2260599.2,2316870.15,C54239331,1508061.02,1859474.3,0.0,0.0
15,CASH_IN,156228.39,C591292602,82703.0,238931.39,C1120952561,555254.49,399026.11,0.0,0.0
14,PAYMENT,4368.77,C299979993,300696.22,296327.45,M167930507,0.0,0.0,0.0,0.0
15,PAYMENT,9171.97,C1249358237,0.0,0.0,M797165320,0.0,0.0,0.0,0.0
17,TRANSFER,305627.0,C1711670940,305627.0,0.0,C385061535,0.0,0.0,1.0,0.0
43,CASH_OUT,100064.79,C1023886372,58749.0,0.0,C631349312,368072.99,468137.77,0.0,0.0
14,TRANSFER,734846.12,C2092719665,0.0,0.0,C27731564,1930906.55,2665752.67,0.0,0.0
39,CASH_OUT,380332.4,C1013754826,45187.0,0.0,C758612630,0.0,380332.4,0.0,0.0
18,CASH_IN,201217.76,C415002631,4409601.28,4610819.05,C786510892,753461.64,552243.88,0.0,0.0
94,CASH_IN,71697.97,C1893118252,29999.0,101696.97,C1477348393,0.0,0.0,0.0,0.0
15,CASH_OUT,393901.1,C151077915,9050.0,0.0,C814900611,8093071.43,8689059.74,0.0,0.0
10,CASH_OUT,100444.44,C482597362,0.0,0.0,C2022950462,2726478.79,2826923.23,0.0,0.0
41,CASH_IN,77993.61,C1144883148,1147943.24,1225936.85,C1380608635,384834.63,306841.02,0.0,0.0
48,PAYMENT,8498.23,C1949340825,57071.0,48572.77,M1601309479,0.0,0.0,0.0,0.0
17,PAYMENT,20845.59,C419782768,46744.0,25898.41,M1479783205,0.0,0.0,0.0,0.0
33,CASH_IN,30986.66,C1896893394,30543.0,61529.66,C503650763,367700.41,434866.17,0.0,0.0
44,TRANSFER,376867.37,C1194657923,0.0,0.0,C1849339349,1974371.52,2351238.89,0.0,0.0
18,CASH_OUT,263570.43,C1830489137,0.0,0.0,C929989730,1752262.61,2015833.04,0.0,0.0
39,CASH_OUT,131194.83,C197542897,539.0,0.0,C408553489,6234094.33,7015113.19,0.0,0.0
48,PAYMENT,1386.58,C615135389,259326.0,257939.42,M1166886684,0.0,0.0,0.0,0.0
14,PAYMENT,13308.71,C1979382103,0.0,0.0,M533538704,0.0,0.0,0.0,0.0
34,CASH_OUT,352137.86,C1111882863,18328.0,0.0,C574462834,0.0,352137.86,0.0,0.0
42,CASH_OUT,98901.86,C2087760789,52148.0,0.0,C878374257,25068826.9,25167728.76,0.0,0.0
37,CASH_OUT,89070.86,C1905104165,0.0,0.0,C2086517724,857677.42,946748.28,0.0,0.0
36,CASH_IN,71282.05,C1013802458,13722.0,85004.05,C1779046081,0.0,0.0,0.0,0.0
19,CASH_IN,459035.17,C354706992,4816456.51,5275491.67,C219673488,487465.77,28430.6,0.0,0.0
9,PAYMENT,2440.12,C253693191,0.0,0.0,M1240010484,0.0,0.0,0.0,0.0
41,CASH_IN,188050.84,C12817484,243.0,188293.84,C49015476,8149643.36,7961592.53,0.0,0.0
13,CASH_OUT,273212.8,C482370192,19237.0,0.0,C1000649398,1627933.71,1901146.51,0.0,0.0
46,PAYMENT,8306.99,C453240495,0.0,0.0,M1115298496,0.0,0.0,0.0,0.0
8,CASH_OUT,25915.16,C940324697,72390.0,46474.84,C601893033,18021.11,47670.38,0.0,0.0
15,PAYMENT,22213.68,C453468864,8083.0,0.0,M1455091298,0.0,0.0,0.0,0.0
84,CASH_OUT,8380.79,C342648059,8380.79,0.0,C825022387,0.0,8380.79,1.0,0.0
18,CASH_OUT,92023.09,C1640172807,0.0,0.0,C1100082192,286496.83,378519.92,0.0,0.0
36,CASH_OUT,469041.49,C153347914,21328.0,0.0,C279730708,2400505.05,2869546.53,0.0,0.0
42,CASH_IN,212995.09,C1449324819,26959200.48,27172195.57,C1401202225,964864.92,751869.83,0.0,0.0
16,CASH_IN,227945.38,C619195198,10481.0,238426.38,C531014066,575443.56,475014.91,0.0,0.0
34,CASH_IN,35262.93,C1173926700,16720050.29,16755313.22,C964263977,173719.94,85885.28,0.0,0.0
11,CASH_OUT,419929.09,C1352764163,0.0,0.0,C250652885,1469624.88,1889553.98,0.0,0.0
44,CASH_IN,187396.35,C739719408,55324.0,242720.35,C977672628,380718.71,193322.36,0.0,0.0
23,CASH_IN,17991.9,C846873,9529020.5,9547012.4,C1906049280,285514.26,267522.37,0.0,0.0
11,CASH_OUT,267908.07,C1093966725,0.0,0.0,C1223073306,1034220.39,1390400.71,0.0,0.0
43,CASH_IN,349955.75,C1466325356,9136823.28,9486779.04,C1890877141,3535698.1,3313368.22,0.0,0.0
43,PAYMENT,754.29,C1080274160,72782.0,72027.71,M364062328,0.0,0.0,0.0,0.0
44,CASH_IN,234585.21,C491456220,714640.95,949226.16,C1829558698,7357877.86,7123292.65,0.0,0.0
11,PAYMENT,5839.21,C437169417,43678.0,37838.79,M2108189105,0.0,0.0,0.0,0.0
15,CASH_IN,149819.77,C1594327995,20739.0,170558.77,C83331807,2333121.65,2183301.88,0.0,0.0
33,PAYMENT,1954.7,C1935585109,11062.0,9107.3,M1928934985,0.0,0.0,0.0,0.0
36,PAYMENT,40904.63,C639700158,252168.36,211263.73,M1909833608,0.0,0.0,0.0,0.0
42,CASH_OUT,208230.76,C771744116,275.0,0.0,C47202884,0.0,208230.76,0.0,0.0
15,CASH_IN,177911.36,C1558323601,506492.44,684403.8,C1224130196,610434.55,432523.19,0.0,0.0
13,PAYMENT,7678.55,C1505663570,0.0,0.0,M465929373,0.0,0.0,0.0,0.0
16,CASH_OUT,84381.98,C1697148202,184058.0,99676.02,C844646113,0.0,0.0,0.0,0.0
18,CASH_IN,100385.33,C557898470,931.0,101316.33,C1366332827,535309.37,460194.35,0.0,0.0
10,PAYMENT,10507.01,C1848339937,23556.88,13049.88,M1601718320,0.0,0.0,0.0,0.0
11,CASH_OUT,13347.07,C1518407478,0.0,0.0,C156254896,352056.49,313875.65,0.0,0.0
8,PAYMENT,12000.81,C1855342891,32960.0,20959.19,M1381417054,0.0,0.0,0.0,0.0
42,CASH_IN,59787.93,C1901107438,2111770.94,2171558.87,C378563889,1699120.72,1639332.79,0.0,0.0
37,CASH_OUT,155807.53,C1474766385,0.0,0.0,C1378734258,159882.5,315690.03,0.0,0.0
13,TRANSFER,1103138.06,C1945976072,0.0,0.0,C384735911,4961131.5,6809092.98,0.0,0.0
19,PAYMENT,5153.47,C459022846,513294.43,508140.96,M749032828,0.0,0.0,0.0,0.0
43,PAYMENT,23514.32,C2074979622,277.0,0.0,M1750832255,0.0,0.0,0.0,0.0
40,CASH_OUT,189597.89,C449807026,0.0,0.0,C1018069924,555980.62,745578.51,0.0,0.0
35,PAYMENT,6857.14,C1878298644,20066.7,13209.56,M1428642577,0.0,0.0,0.0,0.0
93,CASH_OUT,83599.47,C1507043202,12174.0,0.0,C176181670,127891.29,211490.75,0.0,0.0
37,CASH_OUT,112486.46,C124687089,0.0,0.0,C179706450,257274.47,369760.93,1.0,0.0
14,CASH_IN,181459.31,C1637968081,1634367.64,1815826.96,C264903088,358414.78,176955.46,0.0,0.0
41,PAYMENT,7546.52,C48842338,0.0,0.0,M336574229,0.0,0.0,0.0,0.0
20,TRANSFER,476622.72,C1531412597,0.0,0.0,C1750665229,1645477.73,2122100.45,0.0,0.0
9,CASH_OUT,540153.86,C1597769410,0.0,0.0,C2094777811,4382632.71,4922786.57,0.0,0.0
18,CASH_OUT,20098.59,C196530651,0.0,0.0,C1060563153,4098937.62,4176607.7,0.0,0.0
22,PAYMENT,4259.45,C1581875052,21771.0,17511.55,M1828955492,0.0,0.0,0.0,0.0
19,TRANSFER,411839.53,C1759760713,0.0,0.0,C803156040,3274830.56,3686670.09,0.0,0.0
47,PAYMENT,2346.38,C650891450,49923.0,47576.62,M892799499,0.0,0.0,0.0,0.0
9,CASH_IN,266916.66,C111512351,138.0,267054.66,C535617439,324447.5,0.0,0.0,0.0
40,CASH_IN,349553.67,C1985514685,49466.0,399019.67,C1384148874,1900448.11,1550894.44,0.0,0.0
12,CASH_OUT,67744.12,C828119420,11627.0,0.0,C482702081,0.0,67744.12,0.0,0.0
10,CASH_OUT,40081.22,C1407041776,0.0,0.0,C1244185833,158831.86,350992.71,0.0,0.0
7,PAYMENT,15711.88,C831005127,23917.38,8205.5,M1691241233,0.0,0.0,0.0,0.0
94,PAYMENT,2011.74,C1085034267,101785.0,99773.26,M442869432,0.0,0.0,0.0,0.0
41,CASH_IN,81295.9,C665337018,125759.0,207054.9,C287268386,88831.16,7535.26,0.0,0.0
38,CASH_IN,214703.27,C941193527,4259667.82,4474371.09,C1219241944,947450.2,876607.78,0.0,0.0
19,PAYMENT,3245.83,C1772888419,49806.0,46560.17,M2039402152,0.0,0.0,0.0,0.0
36,PAYMENT,52406.07,C1021231276,0.0,0.0,M617703190,0.0,0.0,0.0,0.0
14,CASH_OUT,210857.62,C1039046250,135107.0,0.0,C2032924554,15982679.2,16310832.97,0.0,0.0
20,PAYMENT,1460.89,C864339146,0.0,0.0,M855616183,0.0,0.0,0.0,0.0
41,CASH_IN,247087.55,C1236368838,7798666.84,8045754.39,C42878592,4892658.61,4645571.06,0.0,0.0
9,CASH_OUT,110087.86,C1652678749,0.0,0.0,C1024208640,327983.24,575092.56,0.0,0.0
9,PAYMENT,10350.1,C2094769341,20276.0,9925.9,M105492086,0.0,0.0,0.0,0.0
9,PAYMENT,14756.49,C250836095,917891.6,903135.11,M188858477,0.0,0.0,0.0,0.0
43,CASH_IN,295489.64,C208614315,104.0,295593.64,C1316081669,0.0,0.0,0.0,0.0
19,PAYMENT,36433.55,C1573453193,22.0,0.0,M1306713262,0.0,0.0,0.0,0.0
94,PAYMENT,948.59,C1833208138,9768.0,8819.41,M1972502589,0.0,0.0,0.0,0.0
94,CASH_IN,65500.54,C493387041,404640.12,470140.66,C1334515608,1090140.3,1024639.76,0.0,0.0
39,PAYMENT,13210.61,C270935668,69101.21,55890.61,M157357159,0.0,0.0,0.0,0.0
13,CASH_OUT,583572.61,C721779401,269092.17,0.0,C1288708473,3473538.52,3956439.11,0.0,0.0
10,PAYMENT,3093.27,C251176348,0.0,0.0,M1186942051,0.0,0.0,0.0,0.0
41,PAYMENT,10135.7,C257352944,67223.56,57087.86,M1955255827,0.0,0.0,0.0,0.0
11,CASH_IN,51488.93,C491869299,8861869.81,8913358.74,C1447516043,272053.63,297867.26,0.0,0.0
18,PAYMENT,6086.83,C1105394921,0.0,0.0,M517526517,0.0,0.0,0.0,0.0
17,CASH_OUT,128308.16,C930817310,0.0,0.0,C337282039,3151725.66,3280033.82,0.0,0.0
41,CASH_OUT,213661.76,C1153802626,0.0,0.0,C787271952,1333176.21,1546837.97,0.0,0.0
41,CASH_OUT,257208.23,C529839648,0.0,0.0,C1414919255,851962.03,1109170.26,0.0,0.0
37,TRANSFER,386982.11,C1511929986,0.0,0.0,C1482163532,1829973.84,2216955.95,0.0,0.0
93,PAYMENT,5123.33,C1128485038,0.0,0.0,M1363703760,0.0,0.0,0.0,0.0
94,PAYMENT,809.36,C2073755507,309349.0,308539.64,M2037230055,0.0,0.0,0.0,0.0
38,CASH_OUT,124340.87,C277482113,51723.0,0.0,C1550147432,146452.92,270793.8,0.0,0.0
96,PAYMENT,3821.75,C916831572,1038.0,0.0,M1671888497,0.0,0.0,0.0,0.0
25,CASH_IN,207903.87,C382059388,16097.0,224000.87,C486165209,2630166.8,2422262.93,0.0,0.0
9,CASH_OUT,156642.14,C1170314578,30203.0,0.0,C2056371163,131371.0,0.0,0.0,0.0
38,TRANSFER,815850.01,C199416841,896227.0,80376.99,C1138789406,122391.64,938241.65,0.0,0.0
18,CASH_OUT,169692.15,C882240028,168781.0,0.0,C1015710531,66642.87,236335.02,0.0,0.0
8,CASH_IN,61821.29,C736764244,20740.0,82561.29,C1621418276,0.0,0.0,0.0,0.0
20,CASH_OUT,94448.19,C256536850,0.0,0.0,C1005294338,5476582.75,5571030.94,0.0,0.0
10,CASH_OUT,205211.55,C1013036687,428272.58,223061.03,C874023329,9031341.37,9426995.03,0.0,0.0
17,TRANSFER,1254907.49,C472291735,0.0,0.0,C1201057368,5883309.93,7138217.42,0.0,0.0
44,TRANSFER,624369.05,C1675215204,87764.0,0.0,C1248888105,0.0,519619.6,0.0,0.0
33,CASH_IN,569123.94,C488305649,5983849.73,6552973.68,C309159111,914061.49,344937.55,0.0,0.0
10,CASH_OUT,45358.92,C1805073187,0.0,0.0,C71364493,2025320.45,2554043.47,0.0,0.0
15,CASH_OUT,402329.05,C116922775,0.0,0.0,C51213504,243010.54,738882.27,0.0,0.0
9,CASH_IN,148762.73,C433943406,307647.0,456409.73,C1170855041,0.0,184635.64,0.0,0.0
16,CASH_IN,107951.07,C1608238923,9440147.52,9548098.58,C376992243,2578098.77,2470147.7,0.0,0.0
41,CASH_IN,72661.66,C24735325,6167301.46,6239963.13,C1210560428,649095.88,576434.22,0.0,0.0
18,PAYMENT,9752.15,C692492625,0.0,0.0,M1336771208,0.0,0.0,0.0,0.0
36,TRANSFER,39579.62,C1016160140,36476.0,0.0,C1258547769,4016288.1,4055867.72,0.0,0.0
43,PAYMENT,28709.64,C2002972556,463470.87,434761.22,M890177094,0.0,0.0,0.0,0.0
11,PAYMENT,30591.59,C2018295094,0.0,0.0,M60223993,0.0,0.0,0.0,0.0
9,CASH_OUT,129789.92,C984050606,0.0,0.0,C2112921429,446198.05,494858.71,0.0,0.0
42,CASH_OUT,227851.89,C10989205,7760.0,0.0,C1990857285,377516.62,605368.51,0.0,0.0
12,PAYMENT,515.07,C778205847,131200.0,130684.93,M931652392,0.0,0.0,0.0,0.0
36,PAYMENT,9985.48,C22658763,0.0,0.0,M294371000,0.0,0.0,0.0,0.0
12,TRANSFER,629689.73,C711097444,0.0,0.0,C28588268,14409193.87,16230894.46,0.0,0.0
18,CASH_OUT,14255.12,C605626768,0.0,0.0,C6047601,163117.91,177373.03,0.0,0.0
11,CASH_IN,17730.03,C1992736967,8168787.21,8186517.24,C1076872095,394747.65,413073.5,0.0,0.0
17,CASH_OUT,194365.03,C1613800722,323538.0,129172.97,C359619882,0.0,194365.03,0.0,0.0
33,TRANSFER,432543.28,C1628446879,0.0,0.0,C616915711,948604.46,1381147.74,0.0,0.0
34,PAYMENT,4921.35,C184945770,315090.09,310168.74,M1375310425,0.0,0.0,0.0,0.0
46,PAYMENT,3865.68,C1904628243,3607.27,0.0,M892961351,0.0,0.0,0.0,0.0
39,TRANSFER,337702.87,C1865405012,142509.0,0.0,C359393921,9181529.23,9519232.1,0.0,0.0
18,CASH_OUT,50271.53,C1048451724,22370.0,0.0,C155413002,0.0,50271.53,0.0,0.0
43,CASH_OUT,336533.3,C458531818,7843.0,0.0,C473607124,0.0,336533.3,0.0,0.0
